date,mem_util_percent,net_in,net_out,disk_io_percent,OT
457120,91,40.69,28.49,10,59
457200,92,40.7,28.49,20,54
457460,92,40.71,28.49,21,56
457620,91,40.71,28.49,20,51
457680,90,40.71,28.49,12,43
458050,91,40.72,28.5,11,55
458230,92,40.73,28.51,20,57
458400,89,40.74,28.51,26,53
458460,90,40.74,28.51,17,64
458470,91,40.74,28.51,17,64
458650,92,40.74,28.51,11,56
458870,90,40.75,28.52,15,46
458930,87,40.75,28.52,7,43
458980,87,40.75,28.52,14,45
459140,87,40.76,28.52,15,43
459180,86,40.76,28.52,7,40
459480,92,40.77,28.53,11,49
459560,94,40.77,28.53,8,60
459630,94,40.77,28.53,14,62
459840,89,40.77,28.54,8,43
459920,89,40.78,28.54,10,42
460230,91,40.78,28.54,6,47
460470,92,40.79,28.55,6,50
460610,93,40.79,28.55,7,49
460650,92,40.79,28.55,7,44
460940,92,40.8,28.55,11,54
461140,89,40.8,28.55,12,41
461260,91,40.8,28.56,11,52
461290,90,40.8,28.56,11,49
461300,90,40.8,28.56,11,46
461390,91,40.8,28.56,7,28
461540,90,40.81,28.56,4,47
461670,92,40.81,28.56,3,40
461720,93,40.81,28.56,4,43
461800,92,40.81,28.56,4,40
461860,92,40.81,28.56,3,37
462180,95,40.82,28.57,5,38
462390,90,40.82,28.57,13,39
462460,90,40.82,28.57,27,44
462510,92,40.82,28.57,20,56
462520,93,40.82,28.57,20,55
462560,92,40.82,28.57,15,65
462610,93,40.83,28.58,14,52
462710,93,40.83,28.58,19,43
463010,94,40.83,28.58,6,51
463120,93,40.84,28.59,6,54
463230,96,40.84,28.59,5,49
463340,92,40.84,28.59,5,36
463360,94,40.84,28.59,5,38
463430,96,40.84,28.59,8,39
463470,95,40.84,28.59,7,40
463570,96,40.85,28.59,2,43
463580,96,40.85,28.59,2,43
463630,97,40.85,28.6,3,46
463660,96,40.85,28.6,3,48
463710,97,40.85,28.6,8,56
463780,96,40.85,28.6,7,61
463790,97,40.85,28.6,7,61
463800,95,40.85,28.6,9,59
463910,92,40.85,28.6,9,55
463940,92,40.85,28.6,5,50
464090,90,40.86,28.6,6,42
464220,92,40.86,28.61,12,68
464280,92,40.86,28.61,12,57
464450,96,40.86,28.61,7,64
464480,96,40.87,28.61,6,63
464500,97,40.87,28.61,6,63
464520,97,40.87,28.61,11,55
464600,95,40.87,28.61,22,61
464670,91,40.87,28.61,10,48
464800,95,40.88,28.62,8,48
464860,94,40.88,28.62,6,54
464910,93,40.88,28.62,11,44
464990,94,40.88,28.62,8,46
465200,89,40.89,28.63,6,49
465240,90,40.89,28.63,7,46
465280,89,40.89,28.63,7,58
465400,90,40.89,28.63,10,51
465520,89,40.9,28.63,7,53
465570,88,40.9,28.63,10,43
465660,90,40.9,28.63,7,44
465670,90,40.9,28.63,7,43
465720,90,40.9,28.63,10,43
465730,89,40.9,28.63,10,45
465910,93,40.9,28.64,12,60
466050,91,40.9,28.64,10,42
466090,90,40.91,28.64,6,41
466200,93,40.91,28.64,8,46
466240,92,40.91,28.64,8,53
466380,90,40.91,28.64,6,37
466420,90,40.91,28.64,6,45
466450,91,40.91,28.64,4,48
466480,90,40.91,28.64,4,40
466520,90,40.91,28.64,2,39
466550,91,40.91,28.64,2,45
466650,91,40.91,28.64,2,42
466730,90,40.91,28.65,3,42
466740,90,40.91,28.65,6,39
467020,90,40.92,28.65,3,41
467040,89,40.92,28.65,3,38
467110,90,40.92,28.65,4,37
467230,91,40.92,28.65,4,40
467250,90,40.92,28.65,4,35
467280,90,40.92,28.65,6,39
467300,90,40.92,28.65,6,38
467470,94,40.92,28.66,5,43
467510,93,40.93,28.66,5,39
467550,92,40.93,28.66,3,35
467730,91,40.93,28.66,2,36
467790,90,40.93,28.66,4,49
467840,89,40.93,28.66,5,39
467960,94,40.93,28.66,2,43
468210,89,40.94,28.67,12,37
468310,90,40.94,28.67,7,42
468480,94,40.94,28.67,5,45
468500,94,40.94,28.67,5,49
468520,93,40.94,28.67,5,42
468770,93,40.94,28.68,6,36
468860,95,40.95,28.68,4,43
468880,96,40.95,28.68,4,38
468960,94,40.95,28.68,5,36
469040,96,40.95,28.68,5,38
469240,91,40.95,28.68,5,40
469270,92,40.96,28.68,6,43
469360,92,40.96,28.68,4,39
469490,88,40.96,28.69,5,32
469520,89,40.96,28.69,6,34
469790,94,40.96,28.69,7,51
469900,91,40.97,28.69,9,44
470220,94,40.97,28.7,4,37
470230,93,40.97,28.7,4,34
470320,90,40.97,28.7,7,36
470470,92,40.98,28.7,5,49
470480,92,40.98,28.7,5,44
470730,92,40.98,28.71,3,43
470740,93,40.98,28.71,3,53
470870,92,40.98,28.71,4,39
470880,92,40.98,28.71,3,44
471030,90,40.99,28.71,3,34
471110,89,40.99,28.71,3,32
471130,89,40.99,28.71,2,33
471160,89,40.99,28.71,2,34
471230,90,40.99,28.71,1,31
471270,90,40.99,28.71,6,34
471490,92,40.99,28.72,2,38
471500,92,40.99,28.72,2,40
471650,94,41,28.72,2,35
471690,94,41,28.72,2,33
471710,94,41,28.72,2,35
471870,90,41,28.72,6,30
471980,90,41,28.72,2,41
472090,90,41,28.73,4,52
472120,90,41,28.73,4,39
472190,89,41,28.73,3,38
472200,88,41,28.73,3,37
472220,89,41,28.73,3,34
472280,89,41.01,28.73,3,38
472370,88,41.01,28.73,4,35
472540,88,41.01,28.73,6,37
472640,90,41.01,28.74,3,51
472760,90,41.01,28.74,3,38
472780,89,41.01,28.74,3,39
472860,91,41.02,28.74,3,40
473030,90,41.02,28.74,3,38
473040,90,41.02,28.74,9,37
473150,90,41.02,28.75,5,43
473330,89,41.02,28.75,3,33
473380,90,41.02,28.75,2,41
473400,90,41.02,28.75,5,36
473440,89,41.03,28.75,5,39
473590,92,41.03,28.75,5,40
473750,90,41.03,28.76,7,38
473940,92,41.03,28.76,3,37
473980,93,41.03,28.76,3,38
474110,93,41.04,28.76,7,38
474120,93,41.04,28.76,5,37
474140,93,41.04,28.76,5,39
474170,92,41.04,28.76,5,37
474270,91,41.04,28.76,4,36
474290,91,41.04,28.76,4,35
474330,91,41.04,28.76,3,49
474370,91,41.04,28.76,4,40
474510,92,41.04,28.77,4,38
474530,92,41.04,28.77,4,40
474640,89,41.04,28.77,3,35
474670,89,41.04,28.77,3,35
474740,89,41.05,28.77,3,31
474850,88,41.05,28.77,4,34
474910,89,41.05,28.77,2,34
475030,91,41.05,28.77,2,51
475080,91,41.05,28.77,1,42
475120,91,41.05,28.77,1,44
475270,92,41.05,28.78,4,49
475300,90,41.05,28.78,4,46
475600,89,41.06,28.78,4,41
475830,88,41.06,28.78,2,26
475850,87,41.06,28.78,2,27
475950,88,41.06,28.79,2,26
476050,89,41.06,28.79,4,39
476070,89,41.06,28.79,4,26
476080,89,41.06,28.79,4,28
476150,90,41.07,28.79,7,31
476260,90,41.07,28.79,5,30
476320,90,41.07,28.79,3,32
476370,90,41.07,28.79,3,29
476480,90,41.07,28.79,2,29
476550,90,41.07,28.8,6,32
476620,90,41.07,28.8,5,27
476660,90,41.07,28.8,2,28
476670,89,41.07,28.8,2,28
476730,91,41.07,28.8,3,33
476880,88,41.08,28.8,3,24
476920,88,41.08,28.8,3,23
476940,88,41.08,28.8,4,26
477060,90,41.08,28.8,2,27
477200,95,41.08,28.8,5,47
477340,93,41.08,28.81,4,39
477380,90,41.09,28.81,8,35
477390,90,41.09,28.81,8,34
477480,90,41.09,28.81,5,32
477510,90,41.09,28.81,5,31
477780,90,41.09,28.82,3,44
477870,92,41.1,28.82,4,34
478020,94,41.1,28.83,8,30
478220,93,41.1,28.83,4,28
478300,92,41.1,28.83,3,24
478360,92,41.1,28.83,3,38
478400,93,41.1,28.83,2,38
478560,90,41.11,28.83,3,24
478790,93,41.11,28.84,4,26
478840,94,41.11,28.84,1,28
478850,95,41.11,28.84,1,29
479070,94,41.11,28.84,5,32
479370,96,41.12,28.84,4,39
479470,94,41.12,28.84,6,37
479560,93,41.12,28.85,6,33
479580,93,41.12,28.85,6,34
479650,94,41.12,28.85,4,56
479780,93,41.12,28.85,5,46
479920,95,41.12,28.85,5,34
479970,94,41.12,28.85,5,25
479990,94,41.12,28.85,5,24
480050,94,41.13,28.85,2,23
480080,94,41.13,28.85,3,21
480220,97,41.13,28.85,4,32
480480,97,41.13,28.86,3,27
480490,97,41.13,28.86,3,30
480510,97,41.13,28.86,3,29
480540,94,41.13,28.86,8,21
480650,95,41.13,28.86,4,32
480750,91,41.13,28.86,2,25
480810,92,41.13,28.86,1,26
480870,91,41.13,28.86,2,22
480930,91,41.14,28.86,3,24
480950,92,41.14,28.86,3,31
481030,92,41.14,28.86,3,32
481050,92,41.14,28.87,3,26
481180,92,41.14,28.87,2,26
481370,93,41.14,28.87,5,25
481570,93,41.14,28.87,5,31
481580,93,41.14,28.87,5,32
481590,94,41.14,28.87,5,32
481770,93,41.15,28.87,5,31
481890,91,41.15,28.88,6,26
482040,92,41.15,28.88,6,27
482080,92,41.15,28.88,6,26
482180,93,41.15,28.88,4,40
482190,93,41.15,28.88,4,35
482340,93,41.15,28.88,2,28
482360,94,41.15,28.88,2,27
482440,94,41.15,28.88,1,34
482500,96,41.16,28.88,2,32
482540,96,41.16,28.88,4,31
482630,95,41.16,28.89,4,28
482770,92,41.16,28.89,5,25
482800,92,41.16,28.89,5,31
482860,93,41.16,28.89,1,25
482990,92,41.16,28.89,5,25
483010,92,41.16,28.89,2,26
483070,93,41.16,28.89,8,25
483220,93,41.16,28.89,3,25
483300,93,41.17,28.89,5,32
483570,92,41.17,28.9,2,26
483580,93,41.17,28.9,2,26
483650,93,41.17,28.9,2,28
483900,95,41.17,28.9,2,24
483950,96,41.17,28.9,2,25
484100,95,41.18,28.9,4,26
484190,96,41.18,28.9,2,35
484300,95,41.18,28.91,13,32
484400,93,41.18,28.91,7,27
484520,92,41.18,28.91,4,30
484600,92,41.18,28.91,2,48
484620,91,41.18,28.91,9,28
484730,91,41.19,28.91,6,24
485070,91,41.19,28.91,6,27
485160,91,41.19,28.92,2,34
485220,91,41.19,28.92,4,22
485400,93,41.19,28.92,1,27
485470,93,41.2,28.92,1,25
485650,95,41.2,28.92,4,28
485700,95,41.2,28.92,3,24
485750,95,41.2,28.92,3,26
485980,95,41.2,28.93,2,30
486050,93,41.2,28.93,2,29
486170,95,41.2,28.93,2,32
486240,94,41.2,28.93,3,28
486280,95,41.21,28.93,3,26
486480,92,41.21,28.93,4,23
486510,92,41.21,28.93,4,23
486530,92,41.21,28.93,4,24
486550,92,41.21,28.93,4,28
486580,92,41.21,28.93,4,25
486620,93,41.21,28.93,4,26
486670,92,41.21,28.94,4,25
486690,92,41.21,28.94,4,27
486880,91,41.21,28.94,4,37
486940,93,41.21,28.94,4,30
487090,92,41.22,28.94,3,23
487200,93,41.22,28.94,4,40
487230,96,41.22,28.94,4,47
487290,95,41.22,28.94,4,37
487370,91,41.22,28.94,6,18
487400,91,41.22,28.94,2,20
487440,91,41.22,28.94,1,21
487560,91,41.22,28.95,5,22
487660,96,41.23,28.95,5,32
487700,96,41.23,28.95,21,32
487810,92,41.23,28.95,3,26
487960,93,41.23,28.95,8,27
488090,95,41.23,28.95,1,32
488110,94,41.23,28.95,2,32
488160,93,41.23,28.95,4,28
488200,93,41.23,28.95,4,25
488260,93,41.24,28.95,2,27
488350,92,41.24,28.96,7,25
488430,93,41.24,28.96,3,35
488490,93,41.24,28.96,4,28
488500,94,41.24,28.96,4,32
488570,95,41.24,28.96,5,26
488600,96,41.24,28.96,7,31
488610,96,41.24,28.96,7,30
488650,97,41.24,28.96,4,35
488770,97,41.24,28.96,3,35
488820,97,41.24,28.96,6,34
488890,96,41.25,28.96,3,41
488910,94,41.25,28.96,3,39
489040,96,41.25,28.96,3,32
489110,92,41.25,28.96,2,26
489300,92,41.25,28.97,3,22
489330,93,41.25,28.97,3,25
489800,91,41.26,28.97,3,26
489950,93,41.26,28.97,3,26
489970,93,41.26,28.97,2,26
490230,91,41.26,28.98,2,24
490370,91,41.26,28.98,2,23
490430,92,41.27,28.98,2,28
490490,93,41.27,28.98,4,28
490590,92,41.27,28.98,5,37
490730,90,41.27,28.98,3,25
490750,90,41.27,28.98,3,26
490770,91,41.27,28.98,3,27
491070,91,41.27,28.98,5,20
491080,91,41.27,28.98,5,21
491130,91,41.27,28.98,4,24
491630,91,41.28,28.99,2,20
491650,92,41.28,28.99,3,22
491760,92,41.28,28.99,2,24
491780,92,41.28,28.99,2,23
491940,92,41.28,28.99,2,22
492040,92,41.28,28.99,2,25
492230,91,41.28,28.99,1,20
492240,91,41.29,28.99,1,21
492430,90,41.29,28.99,2,21
492700,94,41.29,29,1,26
492740,95,41.29,29,2,25
492840,93,41.29,29,2,21
492890,93,41.29,29,2,28
493100,92,41.29,29,2,17
493120,92,41.29,29,2,18
493190,92,41.29,29,1,20
493230,92,41.29,29,1,21
493270,92,41.29,29,3,22
493360,92,41.29,29,3,22
493400,93,41.29,29,3,22
493410,93,41.29,29,3,25
493420,92,41.29,29,3,21
493460,94,41.29,29,2,23
493470,95,41.29,29,2,26
493480,95,41.29,29,2,27
493530,93,41.3,29,5,22
493660,92,41.3,29,2,24
493780,93,41.3,29.01,1,30
493810,92,41.3,29.01,3,23
493930,92,41.3,29.01,1,19
493960,92,41.3,29.01,1,19
494150,92,41.3,29.01,1,25
494280,91,41.3,29.01,1,20
494320,92,41.3,29.01,1,22
494370,92,41.3,29.01,2,23
494380,92,41.3,29.01,2,25
494460,92,41.3,29.01,2,20
494490,92,41.3,29.01,2,20
494600,91,41.31,29.01,3,16
494870,93,41.31,29.01,1,21
494960,93,41.31,29.01,6,20
495090,94,41.31,29.01,1,23
495210,92,41.31,29.02,6,17
495220,92,41.31,29.02,6,18
495230,92,41.31,29.02,6,20
495240,92,41.31,29.02,2,18
495410,92,41.31,29.02,2,20
495460,92,41.31,29.02,2,20
495470,93,41.31,29.02,2,20
495480,93,41.31,29.02,6,20
495590,94,41.31,29.02,2,27
495750,96,41.32,29.02,2,33
495770,96,41.32,29.02,2,33
495830,97,41.32,29.02,3,23
495900,96,41.32,29.02,1,21
496080,97,41.32,29.02,5,36
496230,97,41.32,29.03,6,32
496260,96,41.33,29.03,4,32
496310,96,41.33,29.03,4,24
496350,96,41.33,29.03,4,25
496370,95,41.33,29.03,4,23
496410,94,41.33,29.03,1,25
496590,92,41.33,29.03,2,20
496610,93,41.33,29.03,2,34
496710,91,41.33,29.03,2,22
496780,91,41.33,29.03,2,22
496990,91,41.33,29.03,3,22
497050,91,41.34,29.03,3,30
497150,92,41.34,29.04,5,21
497160,92,41.34,29.04,4,20
497300,90,41.34,29.04,3,16
497310,90,41.34,29.04,3,18
497360,90,41.34,29.04,2,18
497370,91,41.34,29.04,2,21
497380,91,41.34,29.04,2,21
497600,91,41.34,29.04,1,27
497620,91,41.34,29.04,1,25
497640,91,41.34,29.04,1,23
497680,92,41.34,29.04,1,21
497810,90,41.34,29.04,1,20
497850,90,41.34,29.04,2,18
497860,91,41.34,29.04,2,21
497940,92,41.35,29.04,4,22
498030,93,41.35,29.05,2,28
498060,93,41.35,29.05,1,22
498140,92,41.35,29.05,2,18
498310,92,41.35,29.05,2,25
498370,91,41.35,29.05,2,18
498390,92,41.35,29.05,2,20
498440,92,41.35,29.05,1,17
498520,91,41.35,29.05,3,15
498700,91,41.35,29.05,1,20
498970,90,41.36,29.05,2,17
499230,93,41.36,29.06,2,26
499250,93,41.36,29.06,2,22
499310,93,41.36,29.06,6,21
499490,92,41.36,29.06,3,15
499660,92,41.36,29.06,4,29
499790,92,41.36,29.06,2,22
499840,93,41.36,29.06,2,36
499850,93,41.36,29.06,2,25
500010,92,41.37,29.06,2,16
500080,94,41.37,29.06,3,23
500100,94,41.37,29.06,2,23
500330,95,41.37,29.06,2,20
500460,94,41.37,29.07,2,22
500530,92,41.37,29.07,3,19
500700,95,41.37,29.07,3,32
500790,93,41.38,29.07,4,27
500950,95,41.38,29.07,2,21
501110,93,41.38,29.07,2,17
501120,93,41.38,29.07,2,17
501310,92,41.38,29.08,1,30
501350,93,41.38,29.08,1,28
501420,94,41.38,29.08,2,23
501610,97,41.39,29.08,4,28
501770,94,41.39,29.08,2,31
501800,93,41.39,29.08,2,23
501870,93,41.39,29.08,4,19
501930,92,41.39,29.08,1,21
501940,92,41.39,29.08,1,21
502260,93,41.39,29.08,4,24
502280,93,41.4,29.08,4,20
502450,92,41.4,29.09,4,20
502460,92,41.4,29.09,4,18
502530,91,41.4,29.09,5,18
502580,92,41.4,29.09,3,23
502610,92,41.4,29.09,3,24
502620,92,41.4,29.09,2,34
502680,92,41.4,29.09,1,20
502690,92,41.4,29.09,1,19
502760,93,41.4,29.09,1,26
502790,93,41.4,29.09,1,18
502850,92,41.4,29.09,1,20
502920,92,41.4,29.09,3,21
502980,92,41.4,29.09,3,20
503020,92,41.4,29.09,3,28
503150,94,41.4,29.09,2,29
503230,93,41.41,29.09,4,19
503280,93,41.41,29.09,2,22
503290,93,41.41,29.09,2,24
503380,94,41.41,29.09,1,34
503610,93,41.41,29.1,2,20
503780,93,41.41,29.1,2,20
503880,93,41.41,29.1,3,20
503920,93,41.41,29.1,3,20
503930,93,41.41,29.1,3,19
504090,94,41.42,29.1,4,21
504160,95,41.42,29.1,3,25
504190,94,41.42,29.1,4,21
504430,94,41.42,29.11,4,23
504510,94,41.42,29.11,3,21
504590,93,41.42,29.11,2,22
504620,93,41.42,29.11,3,21
504650,93,41.42,29.11,3,24
504890,92,41.43,29.11,3,22
504940,94,41.43,29.11,3,28
505020,95,41.43,29.11,2,28
505080,94,41.43,29.11,1,19
505140,95,41.43,29.11,2,30
505170,95,41.43,29.11,2,22
505190,95,41.43,29.11,2,23
505220,95,41.43,29.11,6,22
505310,95,41.43,29.11,2,34
505660,94,41.43,29.12,1,16
505700,94,41.43,29.12,1,15
505750,93,41.43,29.12,1,14
505820,94,41.44,29.12,1,30
505840,95,41.44,29.12,1,32
506050,97,41.44,29.12,2,27
506080,97,41.44,29.12,2,23
506120,97,41.44,29.12,2,24
506170,97,41.44,29.12,3,25
506180,96,41.44,29.12,3,22
506190,96,41.44,29.12,3,22
506210,96,41.44,29.12,3,20
506230,96,41.44,29.12,4,27
506310,95,41.44,29.13,4,22
506470,96,41.44,29.13,3,23
506700,93,41.45,29.13,2,21
506820,94,41.45,29.13,3,26
506840,94,41.45,29.13,3,25
507050,96,41.45,29.13,2,31
507060,96,41.45,29.13,3,31
507160,94,41.45,29.13,2,20
507220,92,41.45,29.13,3,17
507230,92,41.45,29.13,3,16
507240,92,41.45,29.14,1,15
507290,92,41.45,29.14,1,17
507320,92,41.45,29.14,1,16
507330,92,41.45,29.14,1,17
507430,93,41.45,29.14,2,20
507590,94,41.45,29.14,3,23
507780,96,41.46,29.14,3,31
507870,95,41.46,29.14,6,32
507890,94,41.46,29.14,6,28
507900,95,41.46,29.14,8,28
507910,95,41.46,29.14,8,32
507920,95,41.46,29.14,8,31
507980,94,41.46,29.14,4,28
508010,94,41.46,29.14,4,23
508170,97,41.46,29.14,2,22
508340,92,41.46,29.15,2,19
508350,92,41.46,29.15,2,19
508360,93,41.46,29.15,2,37
508370,93,41.46,29.15,2,36
508560,93,41.47,29.15,4,30
508700,92,41.47,29.15,4,22
508720,92,41.47,29.15,4,22
508780,94,41.47,29.15,3,28
508920,94,41.47,29.15,4,24
509140,92,41.47,29.15,2,18
509170,93,41.47,29.15,2,22
509240,92,41.48,29.15,8,19
509580,95,41.48,29.16,3,27
509660,95,41.48,29.16,3,24
509690,95,41.48,29.16,3,22
510100,94,41.49,29.16,3,23
510180,94,41.49,29.16,3,24
510220,94,41.49,29.16,3,24
510270,94,41.49,29.16,2,23
510330,94,41.49,29.17,2,27
510340,94,41.49,29.17,2,28
510430,94,41.49,29.17,7,24
510490,94,41.49,29.17,5,23
510630,95,41.49,29.17,2,37
510650,96,41.5,29.17,2,31
510700,95,41.5,29.17,4,27
510740,96,41.5,29.17,2,27
510780,95,41.5,29.17,2,22
510990,96,41.5,29.17,1,26
511080,96,41.5,29.17,3,24
511180,94,41.5,29.17,2,19
511260,94,41.5,29.17,2,20
511270,95,41.5,29.17,2,21
511320,96,41.5,29.17,3,33
511400,96,41.51,29.17,5,49
511440,94,41.51,29.17,5,33
511480,93,41.51,29.17,5,23
511520,94,41.51,29.17,3,24
511630,94,41.51,29.18,3,22
511650,94,41.51,29.18,3,22
511690,94,41.51,29.18,3,24
511910,94,41.51,29.18,1,24
511970,93,41.51,29.18,2,21
511980,93,41.51,29.18,1,19
512040,93,41.51,29.18,2,16
512060,93,41.51,29.18,2,18
512160,94,41.52,29.18,2,26
512230,94,41.52,29.18,1,26
512270,95,41.52,29.18,1,22
512300,95,41.52,29.18,1,23
512380,94,41.52,29.18,2,19
512500,94,41.52,29.18,2,23
512680,95,41.52,29.18,1,25
512750,95,41.52,29.18,3,25
512920,96,41.52,29.19,2,36
512960,95,41.52,29.19,2,47
513030,97,41.52,29.19,2,34
513200,95,41.53,29.19,5,26
513270,93,41.53,29.19,3,23
513400,93,41.53,29.19,4,36
513510,94,41.53,29.19,2,33
513780,93,41.53,29.19,2,22
513790,94,41.53,29.19,2,23
513900,94,41.54,29.2,2,23
513940,94,41.54,29.2,2,25
514220,92,41.54,29.2,4,17
514270,92,41.54,29.2,3,22
514330,92,41.54,29.2,2,20
514340,92,41.54,29.2,2,21
514390,93,41.54,29.2,2,21
514410,92,41.54,29.2,2,19
514700,95,41.54,29.2,2,23
514730,94,41.54,29.2,2,21
514820,93,41.54,29.2,1,18
514880,93,41.54,29.2,3,20
514960,95,41.55,29.2,8,25
515090,94,41.55,29.2,4,26
515100,94,41.55,29.2,4,26
515130,94,41.55,29.21,4,23
515280,93,41.55,29.21,4,23
515320,94,41.55,29.21,4,20
515360,94,41.55,29.21,2,36
515450,95,41.55,29.21,2,24
515510,95,41.55,29.21,4,23
515580,94,41.55,29.21,4,21
515600,94,41.55,29.21,4,24
515620,94,41.55,29.21,4,23
515770,94,41.56,29.21,2,24
515830,94,41.56,29.21,2,27
515870,93,41.56,29.21,2,17
515900,93,41.56,29.21,2,18
516120,93,41.56,29.21,2,18
516150,95,41.56,29.21,2,47
516230,94,41.56,29.22,3,21
516240,94,41.56,29.22,1,21
516340,93,41.56,29.22,2,19
516470,93,41.56,29.22,1,14
516650,96,41.57,29.22,2,27
516970,94,41.57,29.22,4,20
517100,94,41.57,29.22,4,17
517120,94,41.57,29.22,4,32
517220,94,41.57,29.22,2,17
517400,95,41.57,29.22,3,17
517900,97,41.58,29.23,5,26
517950,96,41.58,29.23,3,27
517970,96,41.58,29.23,3,26
518610,95,41.58,29.24,4,29
518650,96,41.59,29.24,2,19
518680,96,41.59,29.24,2,20
518830,97,41.59,29.24,5,34
519080,94,41.59,29.24,5,36
519210,92,41.59,29.24,4,33
519230,92,41.6,29.24,4,28
519380,74,41.6,29.25,5,29
519460,77,41.6,29.25,5,47
519940,83,41.61,29.26,5,34
519980,84,41.61,29.26,1,41
520060,84,41.61,29.26,2,30
520110,86,41.61,29.26,1,33
520390,76,41.61,29.26,6,29
520400,75,41.62,29.26,6,26
520560,74,41.62,29.26,3,22
520620,75,41.62,29.26,2,29
520750,75,41.62,29.26,4,37
520800,79,41.62,29.26,7,41
520940,79,41.62,29.26,4,26
521000,83,41.62,29.26,5,30
521060,80,41.62,29.27,3,38
521150,77,41.63,29.27,15,45
521180,77,41.63,29.27,9,40
521260,76,41.63,29.27,6,37
521320,77,41.63,29.27,6,37
521360,76,41.63,29.27,5,40
521430,76,41.63,29.27,8,34
521600,79,41.63,29.27,4,44
521660,80,41.63,29.27,6,55
521790,81,41.64,29.27,4,50
521800,80,41.64,29.27,4,47
521840,78,41.64,29.27,8,42
521870,78,41.64,29.27,8,37
521890,76,41.64,29.27,3,37
522290,80,41.65,29.28,4,29
522360,81,41.65,29.28,5,34
522460,88,41.65,29.28,3,38
522470,89,41.65,29.28,3,37
522570,94,41.65,29.28,6,44
522670,88,41.65,29.28,7,37
522690,87,41.65,29.28,7,34
522710,87,41.65,29.28,7,34
522830,84,41.65,29.28,4,41
522870,85,41.65,29.29,5,40
522980,85,41.66,29.29,6,36
523100,81,41.66,29.29,3,26
523180,77,41.66,29.29,4,42
523310,77,41.66,29.29,6,29
523400,76,41.66,29.29,3,25
523460,77,41.66,29.29,3,24
523480,78,41.66,29.29,3,24
523590,83,41.67,29.29,6,40
523800,81,41.67,29.3,5,36
523810,81,41.67,29.3,5,38
523820,82,41.67,29.3,5,35
524090,80,41.67,29.3,4,30
524110,80,41.67,29.3,4,34
524250,82,41.68,29.3,4,37
524280,83,41.68,29.3,4,39
524290,83,41.68,29.3,4,38
524320,83,41.68,29.3,4,33
524370,84,41.68,29.3,5,47
524450,84,41.68,29.3,9,45
524520,84,41.68,29.3,5,43
524590,84,41.69,29.31,7,36
524600,84,41.69,29.31,7,37
524680,84,41.69,29.31,4,36
524770,85,41.69,29.31,7,34
524840,84,41.69,29.31,5,32
524930,85,41.69,29.31,10,44
524980,86,41.69,29.31,8,44
525020,84,41.69,29.31,5,43
525030,85,41.69,29.31,5,48
525100,84,41.7,29.31,5,32
525130,84,41.7,29.31,3,43
525200,84,41.7,29.31,3,34
525210,83,41.7,29.31,3,36
525280,82,41.7,29.31,5,28
525290,82,41.7,29.31,5,32
525370,81,41.7,29.31,4,29
525490,80,41.71,29.32,2,22
525520,81,41.71,29.32,2,23
525530,81,41.71,29.32,2,22
525750,81,41.71,29.32,6,33
525840,81,41.71,29.32,3,27
525920,83,41.72,29.32,3,30
526000,82,41.72,29.32,4,27
526030,82,41.72,29.32,7,36
526230,85,41.72,29.33,5,34
526260,85,41.72,29.33,2,37
526310,84,41.72,29.33,2,42
526450,85,41.73,29.33,6,45
526570,84,41.73,29.33,6,34
527010,80,41.74,29.34,5,43
527020,80,41.74,29.34,5,40
527030,81,41.74,29.34,5,41
527040,81,41.74,29.34,4,44
527120,82,41.74,29.34,5,50
527150,82,41.75,29.34,5,45
527190,83,41.75,29.34,10,38
527350,84,41.75,29.34,7,29
527620,85,41.76,29.35,5,34
527700,88,41.76,29.35,3,31
527830,85,41.76,29.35,5,26
527960,84,41.76,29.35,6,31
527990,84,41.76,29.35,6,33
528230,84,41.77,29.36,8,25
528270,83,41.77,29.36,8,26
528420,86,41.77,29.36,4,37
528490,84,41.78,29.36,3,39
528510,85,41.78,29.36,3,39
528520,84,41.78,29.36,3,33
528540,86,41.78,29.36,4,35
528640,87,41.78,29.36,4,36
528780,87,41.78,29.37,8,30
528850,86,41.78,29.37,8,41
528940,84,41.78,29.37,4,31
529050,83,41.78,29.37,5,25
529150,87,41.79,29.37,10,33
529230,90,41.79,29.37,4,39
529290,90,41.79,29.37,7,37
529360,87,41.79,29.37,7,35
529370,88,41.79,29.37,7,31
529520,88,41.8,29.37,8,36
529550,88,41.8,29.38,8,39
529730,87,41.81,29.38,8,39
529740,87,41.81,29.38,5,41
529800,88,41.81,29.38,6,38
529850,89,41.81,29.38,6,39
529880,91,41.81,29.38,22,44
529920,90,41.81,29.38,13,36
530350,89,41.83,29.39,11,36
530360,89,41.83,29.39,11,37
530470,90,41.83,29.39,3,34
530480,91,41.83,29.39,3,38
530520,88,41.83,29.39,5,36
530560,88,41.83,29.39,5,32
530660,89,41.84,29.39,7,38
530780,88,41.84,29.4,7,34
531200,87,41.85,29.4,7,33
531330,88,41.85,29.41,5,36
531390,90,41.86,29.41,6,43
531590,90,41.86,29.41,5,44
531670,89,41.86,29.41,5,39
531720,92,41.86,29.41,8,48
532010,93,41.87,29.42,6,40
532180,92,41.88,29.42,3,42
532510,94,41.89,29.42,9,45
532740,90,41.89,29.43,3,36
532850,89,41.89,29.43,9,53
532860,89,41.89,29.43,9,55
